1.006e+8, 8.811e-10
1.082e+8, 7.731e-10
1.165e+8, 6.759e-10
1.254e+8, 5.944e-10
1.349e+8, 5.208e-10
1.452e+8, 4.599e-10
1.577e+8, 4.086e-10
1.745e+8, 3.591e-10
1.995e+8, 3.151e-10
2.384e+8, 2.737e-10
2.864e+8, 2.441e-10
3.505e+8, 2.240e-10
4.290e+8, 2.143e-10
5.250e+8, 2.117e-10
6.425e+8, 2.147e-10
7.863e+8, 2.225e-10
9.622e+8, 2.353e-10
1.178e+9, 2.552e-10
1.441e+9, 2.785e-10
1.764e+9, 3.053e-10
2.158e+9, 3.370e-10
2.641e+9, 3.778e-10
3.232e+9, 4.283e-10
3.956e+9, 4.844e-10
4.841e+9, 5.498e-10
5.870e+9, 6.244e-10
7.119e+9, 7.064e-10
8.553e+9, 7.985e-10
1.018e+10, 9.107e-10
1.224e+10, 1.031e-9
1.470e+10, 1.169e-9
1.750e+10, 1.323e-9
2.084e+10, 1.501e-9
2.481e+10, 1.705e-9
2.900e+10, 1.925e-9
3.359e+10, 2.163e-9
3.926e+10, 2.456e-9
4.631e+10, 2.792e-9
5.413e+10, 3.150e-9
6.328e+10, 3.570e-9
7.465e+10, 4.053e-9
8.646e+10, 4.596e-9
9.564e+10, 5.028e-9
