1010.0761960443697, 1.4829380021071868e-9
3167.566121903617, 1.4829380021071748e-9
3199.483139131415, 6.579332246575655e-10
9933.384407952943, 6.579332246575655e-10
10033.475136631561, 3.9226800588484145e-10
31464.65192647723, 3.8746751204561443e-10
31464.65192647742, 3.468222503904261e-10
98672.12579616263, 3.5111917342151416e-10
98672.12579616263, 3.971279750100835e-10
315699.802787075, 4.020481562850411e-10
318880.85589112574, 5.336699231206302e-10
990024.3208543734, 5.402817785626458e-10
1010076.1960443655, 8.951002073938954e-10
3135967.4985989495, 9.061899707869635e-10
3167566.121903604, 1.2177594188127583e-9
9933384.407952942, 1.2328467394420635e-9
10033475.13663148, 2.9552092352028757e-9
31464651.926477294, 3.0288894496245255e-9
31781695.92775614, 5.402817785626414e-9
99666365.47979885, 5.537522553121067e-9
100670623.31740248, 1.0504862551025992e-8
312550482.84813416, 1.063501159937304e-8
315699802.7870763, 1.9928070027227428e-8
980148155.8831632, 2.017496705580254e-8
