5.14870e+6, 2.84103e-15
6.68966e+6, 2.33033e-15
7.74064e+6, 2.07396e-15
8.95673e+6, 1.84677e-15
1.03639e+7, 1.64360e-15
1.19921e+7, 1.46432e-15
1.38761e+7, 1.32817e-15
1.60561e+7, 1.21424e-15
1.85786e+7, 1.11301e-15
2.14974e+7, 1.01914e-15
2.48747e+7, 9.33685e-16
2.87826e+7, 8.54942e-16
3.33045e+7, 7.79275e-16
3.85368e+7, 7.05952e-16
4.45911e+7, 6.38968e-16
5.15966e+7, 5.78644e-16
5.97027e+7, 5.23463e-16
6.90822e+7, 4.74294e-16
7.99354e+7, 4.28688e-16
9.24936e+7, 3.83676e-16
1.07025e+8, 3.42908e-16
1.23839e+8, 3.06472e-16
1.43294e+8, 2.74196e-16
1.65807e+8, 2.45062e-16
1.91856e+8, 2.19311e-16
2.21997e+8, 1.94722e-16
2.56874e+8, 1.72662e-16
2.97230e+8, 1.53262e-16
3.43926e+8, 1.36114e-16
3.97959e+8, 1.20758e-16
4.60480e+8, 1.07162e-16
5.32823e+8, 9.62726e-17
6.16532e+8, 8.78135e-17
7.13392e+8, 8.01118e-17
8.25469e+8, 7.30855e-17
9.55154e+8, 6.66755e-17
1.10521e+9, 6.07957e-17
1.27885e+9, 5.53468e-17
1.47976e+9, 4.98583e-17
1.71224e+9, 4.48667e-17
1.98124e+9, 4.04175e-17
2.29250e+9, 3.64095e-17
2.65266e+9, 3.27643e-17
3.06941e+9, 2.94764e-17
3.55163e+9, 2.60340e-17
4.08243e+9, 2.29550e-17
4.66155e+9, 2.02990e-17
5.35825e+9, 1.79607e-17
6.15907e+9, 1.58824e-17
7.03277e+9, 1.40367e-17
8.08385e+9, 1.25673e-17
9.35386e+9, 1.16549e-17
1.08234e+10, 1.08476e-17
1.25238e+10, 1.01016e-17
1.44913e+10, 9.39208e-18
1.67680e+10, 8.74158e-18
1.94023e+10, 8.17192e-18
2.24505e+10, 7.67703e-18
2.59776e+10, 7.22479e-18
3.00588e+10, 6.80994e-18
3.47812e+10, 6.42568e-18
4.02455e+10, 6.05671e-18
4.65682e+10, 5.71295e-18
5.38843e+10, 5.51892e-18
6.23498e+10, 5.45457e-18
7.21452e+10, 5.38813e-18
8.34796e+10, 5.32251e-18
9.40656e+10, 5.27009e-18
