5.87314e+6, 9.30397e-9
6.81289e+6, 9.60532e-9
7.82592e+6, 9.89850e-9
8.98957e+6, 1.02656e-8
1.03263e+7, 1.06411e-8
1.18617e+7, 1.10145e-8
1.36255e+7, 1.15112e-8
1.56515e+7, 1.20766e-8
1.79787e+7, 1.26697e-8
2.06520e+7, 1.32792e-8
2.37229e+7, 1.39516e-8
2.72503e+7, 1.46509e-8
3.13022e+7, 1.53557e-8
3.59566e+7, 1.59252e-8
4.13031e+7, 1.65555e-8
4.74446e+7, 1.71776e-8
5.44993e+7, 1.77804e-8
6.26030e+7, 1.84930e-8
7.19116e+7, 1.91512e-8
8.26044e+7, 1.95394e-8
9.48871e+7, 1.92851e-8
1.08996e+8, 1.89702e-8
1.25203e+8, 1.86783e-8
1.43820e+8, 1.83998e-8
1.65205e+8, 1.81080e-8
1.89770e+8, 1.78123e-8
2.17987e+8, 1.74794e-8
2.50400e+8, 1.71774e-8
2.87633e+8, 1.68321e-8
3.30402e+8, 1.63407e-8
3.89218e+8, 1.62899e-8
4.47092e+8, 1.57987e-8
5.13572e+8, 1.57892e-8
5.89936e+8, 1.66606e-8
6.77656e+8, 1.76562e-8
7.78418e+8, 1.87114e-8
8.94164e+8, 1.98296e-8
1.02712e+9, 2.10449e-8
1.17985e+9, 2.22704e-8
1.35528e+9, 2.35787e-8
1.55680e+9, 2.48560e-8
1.78829e+9, 2.62781e-8
2.04644e+9, 2.75740e-8
2.35964e+9, 2.94702e-8
2.72477e+9, 3.04217e-8
3.07971e+9, 3.14589e-8
3.57649e+9, 3.45071e-8
4.10829e+9, 3.65869e-8
4.71916e+9, 3.88106e-8
5.42087e+9, 4.11300e-8
6.22692e+9, 4.35670e-8
7.15282e+9, 4.61928e-8
8.21639e+9, 4.93550e-8
9.43811e+9, 5.38350e-8
1.08415e+10, 5.88630e-8
1.24535e+10, 6.44534e-8
1.43053e+10, 7.02701e-8
1.64324e+10, 7.70179e-8
1.88758e+10, 8.39686e-8
2.16825e+10, 9.20761e-8
2.49065e+10, 1.01161e-7
2.86099e+10, 1.10928e-7
3.28640e+10, 1.21697e-7
3.77507e+10, 1.33512e-7
4.33640e+10, 1.46614e-7
4.98119e+10, 1.60693e-7
5.72186e+10, 1.74187e-7
6.57266e+10, 1.88090e-7
7.54996e+10, 2.03494e-7
8.67259e+10, 2.19736e-7
